rbins	hotdensity
5.0	0.0323946678622
15.0	0.0132644906226
25.0	0.00572016105107
35.0	0.00337496203193
45.0	0.00269900890931
55.0	0.00171128932737
65.0	0.00107868454912
75.0	0.00107230186702
85.0	0.000969433705116
95.0	0.000754231620495
105.0	0.000539781397609
115.0	0.000369971607777
125.0	0.000243393317871
135.0	0.000172039362792
145.0	0.000145442683293
155.0	0.000119260205107
165.0	9.96518236686e-05
175.0	8.07646821726e-05
185.0	6.84207751572e-05
195.0	5.27149061534e-05
205.0	3.94519677084e-05
215.0	3.01556378619e-05
225.0	2.46255715212e-05
235.0	1.90505167231e-05
245.0	1.55096088197e-05
255.0	1.31337787092e-05
265.0	1.19012710903e-05
275.0	1.04399457468e-05
285.0	9.41587843712e-06
295.0	8.21022583653e-06
305.0	6.799207779e-06
315.0	5.74043610907e-06
325.0	5.08523377596e-06
335.0	4.65401129808e-06
345.0	4.26737724334e-06
355.0	4.03587588817e-06
365.0	3.88156756316e-06
375.0	3.72145806272e-06
385.0	3.63163026779e-06
395.0	3.36911876482e-06
405.0	2.90411440255e-06
415.0	2.43034489813e-06
425.0	1.84479707905e-06
435.0	1.50896945371e-06
445.0	1.24657476306e-06
455.0	1.13820059723e-06
465.0	8.84020343824e-07
475.0	8.371307757e-07
485.0	7.26267680629e-07
495.0	6.45326337931e-07
505.0	4.88385155002e-07
515.0	2.80286367847e-07
525.0	1.49754697656e-07
535.0	9.13463352688e-08
545.0	8.03802696977e-08
555.0	6.9475201176e-08
565.0	4.74323550075e-08
575.0	4.72368230104e-08
585.0	4.85119539557e-08
595.0	4.77075232658e-08
605.0	4.69127674762e-08
615.0	3.95027755907e-08
625.0	3.98066760266e-08
635.0	3.54696962638e-08
645.0	3.76358022406e-08
655.0	4.08800155228e-08
665.0	4.7271312473e-08
675.0	4.21806055597e-08
685.0	4.32181776337e-08
695.0	4.31003761497e-08
705.0	4.25074014049e-08
715.0	3.58964031131e-08
725.0	3.49097284789e-08
735.0	3.02216463959e-08
745.0	2.71094635405e-08
755.0	2.1551405855e-08
765.0	1.78220339435e-08
775.0	1.74573576371e-08
785.0	1.62747340032e-08
795.0	1.70552532749e-08
805.0	1.51057721168e-08
815.0	1.40172288709e-08
825.0	1.02498778569e-08
835.0	1.13246028863e-08
845.0	1.15771257314e-08
855.0	1.05605121422e-08
865.0	9.05555405991e-09
875.0	1.13320421302e-08
885.0	1.02266293007e-08
895.0	9.56211821782e-09
905.0	9.06557460333e-09
915.0	8.93460211845e-09
925.0	8.03919190883e-09
935.0	7.90561821297e-09
945.0	7.5429911509e-09
955.0	6.51248131914e-09
965.0	5.95957960473e-09
975.0	5.74086614218e-09
985.0	3.44512687261e-09
995.0	4.9554205211e-09
