rbins	hotentr
5.0	13.1520087644
15.0	14.7143382631
25.0	18.8047422991
35.0	23.9837362138
45.0	34.7852532739
55.0	50.4869451207
65.0	76.245908305
75.0	172.158095773
85.0	342.912495702
95.0	521.144225606
105.0	989.187411854
115.0	1962.74701513
125.0	3438.50529639
135.0	5697.45794026
145.0	6523.48879349
155.0	9512.05441743
165.0	11342.0841063
175.0	14640.8762704
185.0	16291.3901836
195.0	24787.0964558
205.0	17934.5243787
215.0	36833.6154473
225.0	19019.0348936
235.0	23810.0538387
245.0	18839.4533394
255.0	23291.8218593
265.0	31322.6338905
275.0	44581.1125409
285.0	104793.66153
295.0	54544.8961632
305.0	71185.7071398
315.0	57160.7216662
325.0	49278.6727725
335.0	91760.1030632
345.0	60393.0331087
355.0	142376.518357
365.0	76459.3836193
375.0	54464.7779685
385.0	66940.4114307
395.0	106689.156494
405.0	109564.071855
415.0	110674.560357
425.0	119988.786254
435.0	148293.107794
445.0	224561.709897
455.0	221848.489095
465.0	116338.63801
475.0	387752.313572
485.0	167943.589372
495.0	94089.1628162
505.0	210929.745353
515.0	268610.893573
525.0	137079.927931
535.0	153350.293402
545.0	570948.477547
555.0	364683.450193
565.0	188585.607324
575.0	980108.236747
585.0	493095.328455
595.0	635718.042045
605.0	135712.496328
615.0	520340.184305
625.0	260538.029122
635.0	211894.969112
645.0	148799.112925
655.0	257142.063304
665.0	167033.877648
675.0	162379.487976
685.0	152972.986834
695.0	144744.468055
705.0	142442.321099
715.0	526752.886767
725.0	137728.086727
735.0	771684.827219
745.0	137524.685029
755.0	118968.912694
765.0	123083.346388
775.0	163711.662968
785.0	133445.717186
795.0	131829.226717
805.0	139073.652076
815.0	287980.59273
825.0	504769.581821
835.0	186420.656801
845.0	263908.456198
855.0	328645.424547
865.0	190039.953065
875.0	486254.511388
885.0	305200.163363
895.0	2462184.71537
905.0	256179.430088
915.0	307840.788574
925.0	302400.644019
935.0	359844.730145
945.0	987401.210383
955.0	282718.220671
965.0	279329.45009
975.0	347626.939519
985.0	376909.480824
995.0	637467.080323
