rbins	hotentr
5.0	4.56794191603
15.0	12.3826137244
25.0	29.5628544058
35.0	41.9057697602
45.0	61.801845131
55.0	123.554389503
65.0	223.688257988
75.0	626.996113028
85.0	811.167761064
95.0	1768.57752367
105.0	2334.27719542
115.0	9255.86495891
125.0	16173.5506848
135.0	19939.3077292
145.0	46233.510919
155.0	30694.9709103
165.0	38865.0475864
175.0	15449.3686495
185.0	21150.2266258
195.0	41866.8271317
205.0	18888.7553426
215.0	26411.4762448
225.0	26909.3506156
235.0	38389.4423525
245.0	35317.4672032
255.0	51388.973932
265.0	80230.4809159
275.0	62290.5951262
285.0	56429.4016857
295.0	88189.7992361
305.0	56090.6492462
315.0	52966.46928
325.0	236729.795061
335.0	528791.217057
345.0	101793.899631
355.0	179169.842138
365.0	72537.2369975
375.0	1452755.07305
385.0	241574.375325
395.0	83401.9719323
405.0	221240.103649
415.0	345504.922535
425.0	231360.92176
435.0	506488.366781
445.0	292773.937598
455.0	137018.041952
465.0	288030.124514
475.0	205915.03709
485.0	466505.453289
495.0	106041.045839
505.0	96940.9864886
515.0	120850.351573
525.0	152246.998337
535.0	125205.042025
545.0	204884.843479
555.0	560557.996341
565.0	248404.094778
575.0	197040.264749
585.0	296313.851541
595.0	348326.643618
605.0	245335.34644
615.0	224616.491639
625.0	236416.150386
635.0	172390.806149
645.0	176160.991473
655.0	777986.366542
665.0	242455.288761
675.0	1215299.4511
685.0	869890.265775
695.0	242142.361067
705.0	386118.455957
715.0	622825.355028
725.0	260595.18916
735.0	151993.094287
745.0	264825.35059
755.0	182493.153058
765.0	169106.474604
775.0	212889.815751
785.0	633807.593569
795.0	203095.522996
805.0	254611.477522
815.0	1089390.33689
825.0	468369.833792
835.0	163842.598398
845.0	208091.6542
855.0	213217.161162
865.0	177878.089273
875.0	572097.429915
885.0	231507.836431
895.0	205205.494289
905.0	190100.072082
915.0	212264.720643
925.0	291928.671433
935.0	351898.717044
945.0	260249.34244
955.0	336436.775731
965.0	392740.165825
975.0	389731.191761
985.0	527140.729411
995.0	903523.108173
