rbins	hottemp
2.5	4.71288905175
7.5	3.39273202987
12.5	2.92186845453
17.5	2.60174573572
22.5	2.38624560196
27.5	2.22476139757
32.5	2.15783965341
37.5	2.07378007893
42.5	2.01414218458
47.5	1.96086531717
52.5	1.91663652348
57.5	1.8768988788
62.5	1.84292013194
67.5	1.83871936698
72.5	1.8255769099
77.5	1.82198795648
82.5	1.80192575203
87.5	1.76816405602
92.5	1.71947148392
97.5	1.69303309733
102.5	1.66801577837
107.5	1.64856055069
112.5	1.63003810053
117.5	1.61947727391
122.5	1.62473624053
127.5	1.60692819971
132.5	1.59837136409
137.5	1.59570606693
142.5	1.60849221074
147.5	1.59786379981
152.5	1.59520469299
157.5	1.60490961734
162.5	1.62934676133
167.5	1.66331699074
172.5	1.71022395708
177.5	1.74588858302
182.5	1.74614912176
187.5	1.73837318184
192.5	1.71188022728
197.5	1.66764211908
202.5	1.63952875911
207.5	1.60767680579
212.5	1.55755486972
217.5	1.50668518299
222.5	1.47583240689
227.5	1.4694215258
232.5	1.44484531602
237.5	1.44380185343
242.5	1.44423792075
247.5	1.43486842106
252.5	1.40886299465
257.5	1.39583188117
262.5	1.43198809324
267.5	1.38980366107
272.5	1.38147332222
277.5	1.37217943361
282.5	1.38904935358
287.5	1.36000554743
292.5	1.34984932322
297.5	1.36113181785
302.5	1.34481915881
307.5	1.33605414711
312.5	1.3265149721
317.5	1.31746667478
322.5	1.29663403599
327.5	1.29694327778
332.5	1.30879532442
337.5	1.27716712551
342.5	1.26266528048
347.5	1.26115383475
352.5	1.25484896668
357.5	1.24422319149
362.5	1.24933036393
367.5	1.22728441219
372.5	1.214121491
377.5	1.22701130132
382.5	1.23051677898
387.5	1.19779632057
392.5	1.19949507787
397.5	1.20645614621
402.5	1.18878010654
407.5	1.16725705045
412.5	1.16661781744
417.5	1.14854329763
422.5	1.15001997436
427.5	1.16445140785
432.5	1.13374645014
437.5	1.17069119644
442.5	1.11600818916
447.5	1.13679584154
452.5	1.09852188081
457.5	1.101254311
462.5	1.0816917421
467.5	1.08380283226
472.5	1.05597298393
477.5	1.05123472395
482.5	1.07860227754
487.5	1.07314156917
492.5	1.03041400993
497.5	1.03015885524
502.5	1.02634914112
507.5	1.04908286221
512.5	1.05783598696
517.5	1.00851991186
522.5	0.99034599063
527.5	1.06562862227
532.5	0.994187665875
537.5	0.97586134885
542.5	1.02315460804
547.5	0.969064557619
552.5	0.99603426358
557.5	0.950742465351
562.5	0.947918591368
567.5	0.955409352783
572.5	0.948681202082
577.5	0.947473642101
582.5	0.936742033703
587.5	0.964557354451
592.5	0.937824963238
597.5	0.935131602829
602.5	0.931416971053
607.5	0.950534486349
612.5	0.927702535204
617.5	0.924488388223
622.5	0.904304382392
627.5	0.915517027855
632.5	0.912235709812
637.5	0.921215383933
642.5	0.892171135693
647.5	0.896161564963
652.5	0.885632886495
657.5	0.910104724752
662.5	0.907085124798
667.5	0.910201791497
672.5	0.877718020892
677.5	0.889783231697
682.5	0.886286465733
687.5	0.893969285997
692.5	0.869900834792
697.5	0.919556126217
702.5	0.906660924017
707.5	0.842916696622
712.5	0.841266026458
717.5	0.877470860928
722.5	0.831598223288
727.5	0.824501818199
732.5	0.821442103519
737.5	0.971318031172
742.5	0.817173679175
747.5	0.833072438135
752.5	0.809585835814
757.5	0.807873201213
762.5	0.821055134038
767.5	0.800402862371
772.5	0.835630824197
777.5	0.792642496531
782.5	0.807571449406
787.5	0.791242591142
792.5	0.785566052104
797.5	0.916487248108
802.5	0.790075152445
807.5	0.793041234381
812.5	0.816198517675
817.5	0.785926660185
822.5	0.791995257731
827.5	0.788627963843
832.5	0.941099901202
837.5	0.789314667154
842.5	0.798246090962
847.5	0.796593534697
852.5	0.869707926404
857.5	0.803248431626
862.5	0.988937448047
867.5	0.772376947947
872.5	0.779449124429
877.5	0.780014906634
882.5	0.814781754262
887.5	0.772098501945
892.5	0.771625043045
897.5	0.773328311474
902.5	0.784249966897
907.5	0.785922086925
912.5	0.768399500794
917.5	0.801477851972
922.5	0.791417298387
927.5	0.809654777613
932.5	0.773552436991
937.5	0.801502353966
942.5	0.814113655743
947.5	0.766231012631
952.5	0.801905712106
957.5	0.764751472266
962.5	0.784853458317
967.5	0.791637636459
972.5	0.774480133084
977.5	0.763585713282
982.5	0.852052524045
987.5	0.793364111664
992.5	0.768509470274
997.5	0.773085442274
