rbins	hotentr
5.0	5.63841859345
15.0	9.74684418491
25.0	14.382639631
35.0	18.7035125778
45.0	22.4606946945
55.0	25.666978373
65.0	26.904838356
75.0	28.7089178024
85.0	30.9902959662
95.0	34.0338875967
105.0	37.1354699121
115.0	40.8498645369
125.0	45.4169013147
135.0	50.2915976762
145.0	55.6962993082
155.0	60.7872713425
165.0	66.0639437498
175.0	71.9121277406
185.0	76.2366431462
195.0	79.5629435572
205.0	83.4178458045
215.0	88.1199337667
225.0	91.6684070972
235.0	97.0713100594
245.0	100.154898409
255.0	104.051957452
265.0	109.298114623
275.0	112.026164545
285.0	115.759528177
295.0	119.977355247
305.0	124.432620405
315.0	126.895404831
325.0	128.724889476
335.0	132.784035845
345.0	137.128589421
355.0	141.438392873
365.0	143.962800537
375.0	147.634528007
385.0	151.012620505
395.0	154.716850455
405.0	159.43763733
415.0	163.446723042
425.0	168.145357945
435.0	173.183848145
445.0	177.489395967
455.0	182.066041524
465.0	186.940213753
475.0	193.572673282
485.0	199.181336259
495.0	206.486364803
505.0	212.4162608
515.0	219.031684236
525.0	225.544462818
535.0	233.468943584
545.0	240.224299986
555.0	247.542323382
565.0	256.244138196
575.0	269.822184307
585.0	274.461549465
595.0	282.334439879
605.0	285.39771543
615.0	300.902083753
625.0	308.789881853
635.0	318.921985097
645.0	329.086837613
655.0	338.897817343
665.0	350.043844134
675.0	360.935228609
685.0	371.578831318
695.0	382.595075732
705.0	392.386752105
715.0	410.073164546
725.0	414.618918574
735.0	436.357521812
745.0	441.540446906
755.0	458.394129506
765.0	473.128452983
775.0	490.267900205
785.0	511.732243758
795.0	529.022470884
805.0	546.172710414
815.0	565.416248817
825.0	583.122895068
835.0	595.895608624
845.0	615.328120251
855.0	635.111191534
865.0	652.792355725
875.0	684.627748707
885.0	717.852202634
895.0	794.051221406
905.0	813.073454246
915.0	862.573333862
925.0	915.237919029
935.0	959.11032528
945.0	1017.26279756
955.0	1047.09786351
965.0	1085.92365823
975.0	1131.73586589
985.0	1183.80865992
995.0	1223.29773087
