rbins	hotentr
5.0	4.97892424191
15.0	9.50341143272
25.0	12.490838622
35.0	15.7007160209
45.0	19.8896394525
55.0	24.91441392
65.0	29.685376207
75.0	34.3414313355
85.0	37.122156752
95.0	39.2633771874
105.0	43.4864220366
115.0	48.8047742366
125.0	54.2947975256
135.0	62.1085154661
145.0	69.8085866519
155.0	77.7562948716
165.0	83.0598150377
175.0	88.6934551071
185.0	95.9177744672
195.0	99.9455264506
205.0	101.744095496
215.0	108.064265183
225.0	116.503758599
235.0	125.586959732
245.0	128.582427752
255.0	135.989407758
265.0	140.043265341
275.0	143.721469035
285.0	149.311023075
295.0	155.278402703
305.0	161.017204018
315.0	165.497318352
325.0	178.481260076
335.0	177.180329597
345.0	185.162956794
355.0	192.208042506
365.0	198.41902935
375.0	205.068893534
385.0	210.959775549
395.0	222.250648618
405.0	223.258188959
415.0	235.85811133
425.0	296.751180239
435.0	242.604891917
445.0	245.156727887
455.0	258.352671716
465.0	307.945138745
475.0	273.733264726
485.0	284.101314548
495.0	299.927337079
505.0	281.600463517
515.0	293.143059801
525.0	293.215314859
535.0	302.87702062
545.0	303.397879446
555.0	315.651937413
565.0	307.384300019
575.0	322.559537311
585.0	333.231244976
595.0	320.817775753
605.0	326.794825026
615.0	330.906934758
625.0	330.266350173
635.0	367.51445225
645.0	363.154657696
655.0	355.028084199
665.0	365.329895319
675.0	379.868507358
685.0	475.562813439
695.0	425.180374305
705.0	396.548704433
715.0	465.472749354
725.0	481.488565041
735.0	396.361510067
745.0	517.756756903
755.0	481.477594515
765.0	485.93986112
775.0	454.852888201
785.0	405.210583013
795.0	469.72226177
805.0	486.469277448
815.0	445.264168547
825.0	435.113607599
835.0	457.547363829
845.0	460.524156931
855.0	494.215469068
865.0	492.907419875
875.0	489.462206829
885.0	573.946783842
895.0	514.664407507
905.0	538.042979889
915.0	682.844205351
925.0	553.246395185
935.0	603.793828701
945.0	640.452018287
955.0	571.790767063
965.0	585.98687645
975.0	581.827440961
985.0	576.190384373
995.0	614.093371504
