redshift	R500	fgas	Mgas	Mgas+Mstar	Mtot
0.0	375.15	0.825404121812	525664979227.0	537776020688.0	3.74622182628e+12
0.030527243818	351.15	0.798225473636	523979536394.0	556506477845.0	3.86135580588e+12
0.0387452919598	350.15	0.823894341256	543379146443.0	568208743212.0	3.87956047298e+12
0.0499401958034	349.35	0.817384557457	553426016983.0	578195866408.0	3.98276078135e+12
0.062466519551	348.35	0.798789032722	554271598564.0	569983177424.0	4.08170497398e+12
0.0790027629744	347.75	0.80561800525	572460647368.0	589367522528.0	4.17991597855e+12
0.0959384340781	348.95	0.754098376193	553559161163.0	595240323900.0	4.31804451857e+12
0.0999673830304	349.65	0.747943442136	551762145565.0	593607914255.0	4.33944533362e+12
0.120880086583	353.15	0.741942998181	568660333377.0	625528884297.0	4.50851452574e+12
0.124914454062	354.05	0.7683599638	578517182801.0	632240868869.0	4.42896872833e+12
0.131079623074	354.25	0.810560465246	594107369886.0	625555991826.0	4.31152194619e+12
0.164350413628	355.15	0.809913687558	641752136422.0	703993627944.0	4.66100601235e+12
0.168045539789	354.75	0.792639697936	639065839013.0	704007546046.0	4.74264767146e+12
0.207013848038	354.85	0.669181013674	604561720212.0	698946931625.0	5.31432503365e+12
0.209520353714	354.55	0.673125825224	603893907009.0	697451398573.0	5.27734483946e+12
0.248188579192	347.75	0.693745858211	614079442970.0	674181937122.0	5.20685201175e+12
0.249844877242	346.85	0.693302750911	613492450036.0	672948837631.0	5.20519947904e+12
0.256507586307	344.45	0.690867181877	614086544986.0	674589727702.0	5.2286081736e+12
0.29180526368	330.75	0.716588227978	645804356338.0	677796667960.0	5.30129997481e+12
0.305084579473	328.35	0.725904918325	653287665817.0	679760306770.0	5.29390079257e+12
0.338137317039	325.45	0.744907402831	694687494159.0	753462292097.0	5.48577851279e+12
0.3557019492	329.05	0.722677404418	634928860679.0	672410834003.0	5.16810907359e+12
0.387504057392	327.35	0.673521219391	474892626176.0	513075039110.0	4.14758430158e+12
0.408305211059	322.25	0.724640186566	432458040557.0	458582573473.0	3.51052960347e+12
0.440280867564	318.25	0.717480379456	464638536814.0	511804871353.0	3.80939736036e+12
0.463014302939	302.25	0.774935826954	504094351694.0	526945917433.0	3.82645993278e+12
0.496912209981	254.15	0.760749645413	488135410566.0	598946951481.0	3.77441486217e+12
0.499900107866	251.45	0.795148387505	452633182416.0	490657593461.0	3.34849214776e+12
0.519719878555	271.35	0.94907291294	428148268081.0	436271650627.0	2.65366252652e+12
0.557928485477	266.55	0.883247654881	379884225288.0	391699375606.0	2.52999606348e+12
0.578755055311	263.95	0.840875085382	360271735617.0	371694478650.0	2.52028576e+12
0.62396814497	257.65	0.822031577415	352577205017.0	363772484335.0	2.52299743211e+12
0.639979037366	254.95	0.809790162271	353314599696.0	374394736476.0	2.56649348376e+12
0.695807091467	244.75	0.8148525421	385919309920.0	412757839475.0	2.78591950136e+12
0.703463160323	243.45	0.820990280682	387318860525.0	406702608948.0	2.77511962321e+12
0.749984158384	235.95	0.793471830273	375208432121.0	390075285105.0	2.78158384461e+12
0.769587321565	232.65	0.749342924472	366565733421.0	397320064918.0	2.87754638057e+12
0.774398375006	231.95	0.761285147593	370210754539.0	400487450013.0	2.86057113777e+12
0.83812875329	224.35	0.755425796379	401017907050.0	445672933473.0	3.12264801693e+12
0.860926698985	223.25	0.784725687111	417674935932.0	455993470482.0	3.13091750173e+12
0.909493582555	221.05	0.877495906733	461809702613.0	506889204737.0	3.09577246068e+12
0.956884698429	218.65	0.858943669637	425135976896.0	438245962212.0	2.91148296739e+12
0.983781630555	218.45	0.766244233005	380954142503.0	427710309779.0	2.92453322855e+12
0.999810014676	218.65	0.752323416269	352401033476.0	398724956935.0	2.75539377203e+12
1.06063440863	211.65	0.811226971012	335612598572.0	375408248300.0	2.43358742603e+12
1.06418199809	211.15	0.811202082856	337698684638.0	377506488536.0	2.44878913996e+12
1.14047912499	192.25	0.856463315892	432619858330.0	501451557813.0	2.9713154654e+12
1.18530498469	176.75	0.912542467846	370247693720.0	421162605703.0	2.38665890833e+12
1.22333660393	173.65	0.865241501354	324948507778.0	364487146344.0	2.20916565775e+12
1.30975825235	160.35	0.787973994278	231074245697.0	250558686925.0	1.72500650869e+12
1.32355752197	159.35	0.820735969704	225723060726.0	234927246503.0	1.61779519744e+12
1.39920516296	153.55	0.777392024027	206058250009.0	221776065335.0	1.55919705314e+12
1.48343559679	144.25	0.704094945961	212586604026.0	242880078881.0	1.7760522819e+12
1.49223617411	143.55	0.697810021462	209186128183.0	239293984154.0	1.76338344037e+12
1.4997393169	142.85	0.697969427782	203002390524.0	216230481227.0	1.71086534944e+12
1.58883935177	140.55	0.659150055001	196868853978.0	220248332276.0	1.75688687794e+12
1.67123312994	136.95	0.639709360329	160839325298.0	167214990962.0	1.47897426065e+12
1.68975444525	136.05	0.646548496903	153637604721.0	159119895582.0	1.39780792985e+12
1.79328674613	127.85	0.678140880084	160011125400.0	177605004687.0	1.38797400622e+12
1.89606731641	121.45	0.847286234155	162303842425.0	172273779255.0	1.12680750184e+12
1.90188007172	121.25	0.84355661645	162076237543.0	171943527466.0	1.13020230535e+12
1.99986624221	116.75	0.82021866316	148266592630.0	150727721195.0	1.06332185112e+12
2.01466622751	116.05	0.806399122628	147924911093.0	150490524054.0	1.07905193771e+12
