redshift	R500	fgas	Mgas	Mgas+Mstar	Mtot
0.0	359.05	0.716673066756	483064883473.0	548988623567.0	3.96492943559e+12
0.030527243818	372.05	0.665746815859	489300254411.0	524069838507.0	4.32332040062e+12
0.0387452919598	368.15	0.62322653407	441906272280.0	485018366317.0	4.17095312597e+12
0.0499401958034	364.85	0.678448936159	393974279897.0	411967034422.0	3.41587353238e+12
0.062466519551	360.85	0.689336335862	369277195342.0	386228560279.0	3.15117408313e+12
0.0790027629744	356.15	0.649595002216	354111329253.0	391079999959.0	3.20662537739e+12
0.0959384340781	349.05	0.64575611369	360177668441.0	382227934180.0	3.28094790337e+12
0.0999673830304	347.35	0.654095529648	368918736634.0	390862678711.0	3.317726719e+12
0.120880086583	333.85	0.648710099812	424472152688.0	527578733983.0	3.84901517109e+12
0.124914454062	330.85	0.663194754621	422954843877.0	526526678973.0	3.75149177904e+12
0.131079623074	328.45	0.733059586758	414924004938.0	435755031572.0	3.3295102948e+12
0.164350413628	324.05	0.903946235905	475567326821.0	502875832534.0	3.09471377006e+12
0.168045539789	323.75	0.860457043019	451491700865.0	480614157441.0	3.08653820205e+12
0.207013848038	323.15	0.813185195932	444861568004.0	502202464650.0	3.21800343398e+12
0.209520353714	322.55	0.813282738746	437120968462.0	494126095706.0	3.161630872e+12
0.248188579192	310.65	0.92474752248	347291291526.0	352190215145.0	2.20913265566e+12
0.249844877242	310.25	0.927950204238	345551584771.0	349675076830.0	2.19048001899e+12
0.256507586307	308.75	0.933950081356	343755855378.0	348327704499.0	2.16509780051e+12
0.29180526368	304.75	0.970580112375	462833335005.0	470471703692.0	2.80507399104e+12
0.305084579473	303.05	0.975887026912	471167487945.0	484807205252.0	2.84005564381e+12
0.338137317039	298.85	0.797681764717	383672344718.0	419078321593.0	2.82931896557e+12
0.3557019492	297.15	0.773903495761	385366394994.0	437536376497.0	2.92912638261e+12
0.387504057392	294.15	0.903014618212	436432525141.0	455440736959.0	2.84297739606e+12
0.408305211059	291.55	0.914855226357	442280841418.0	463038077604.0	2.84378547926e+12
0.440280867564	285.95	0.914147087208	453417109508.0	473907001128.0	2.91764805141e+12
0.463014302939	281.75	0.921080630645	491580618029.0	535656377231.0	3.13941103318e+12
0.496912209981	273.95	0.874210470745	409300462588.0	421607833785.0	2.75408481195e+12
0.499900107866	273.55	0.882459545443	410236981408.0	422586527550.0	2.7345828221e+12
0.519719878555	239.75	0.758666290649	317151121676.0	334912103095.0	2.45904537526e+12
0.557928485477	246.55	1.00487601746	378331192949.0	389919460545.0	2.21467879312e+12
0.578755055311	244.05	1.00619454862	380666837308.0	391172009507.0	2.2254311486e+12
0.62396814497	238.75	0.857575062413	372264685925.0	411943391387.0	2.55347008807e+12
0.639979037366	234.45	0.861410405306	350682280338.0	378640370634.0	2.39472025234e+12
0.695807091467	228.85	0.868269992957	323852950456.0	330524322276.0	2.19403799634e+12
0.703463160323	228.15	0.877424468657	322918657869.0	329513625996.0	2.16488322896e+12
0.749984158384	222.15	0.885941501497	329919825498.0	346743575371.0	2.19055643357e+12
