redshift	R500	fgas	Mgas	Mgas+Mstar	Mtot
0.0	304.45	0.606210506238	773818189962.0	1.15771394124e+12	7.50873114011e+12
0.030527243818	298.25	0.611172770948	754832193553.0	1.11845687637e+12	7.2650314034e+12
0.0387452919598	297.95	0.611175404709	759013155116.0	1.12365355258e+12	7.30524041215e+12
0.0499401958034	296.05	0.618020965853	760966532698.0	1.10939813744e+12	7.24291564377e+12
0.062466519551	294.05	0.619475318596	756630352460.0	1.09455125067e+12	7.1847362527e+12
0.0790027629744	292.45	0.617724681937	754449651594.0	1.08599454978e+12	7.18433188247e+12
0.0959384340781	291.05	0.614338794168	752496530598.0	1.08219078841e+12	7.20522653299e+12
0.0999673830304	290.75	0.613071371178	751523458659.0	1.0799895132e+12	7.21078562013e+12
0.120880086583	287.55	0.605136643804	733268467431.0	1.05423816504e+12	7.12788420637e+12
0.124914454062	287.15	0.60341524087	730716530680.0	1.0506084346e+12	7.12334101342e+12
0.131079623074	286.65	0.600160875512	727637268374.0	1.04628951362e+12	7.1317864932e+12
0.164350413628	283.85	0.597121077878	727976546620.0	1.04948154774e+12	7.1714349715e+12
0.168045539789	283.35	0.599132511726	729506383137.0	1.05035142759e+12	7.16237883016e+12
0.207013848038	280.55	0.635131801954	783204086410.0	1.10152799265e+12	7.25374299801e+12
0.209520353714	280.35	0.636155965853	785074207066.0	1.10028947433e+12	7.25935748285e+12
0.248188579192	275.55	0.624104580981	763339930205.0	1.08438834496e+12	7.19468342389e+12
0.249844877242	275.35	0.62396376428	762400906520.0	1.08315227537e+12	7.18745457919e+12
0.256507586307	274.25	0.622629950596	757404351315.0	1.07675515765e+12	7.15564631825e+12
0.29180526368	269.55	0.623983767292	750267592979.0	1.07066672821e+12	7.07284229745e+12
0.305084579473	266.95	0.618904018447	733779223221.0	1.05423593919e+12	6.97418055666e+12
0.338137317039	255.85	0.619480937187	671897054853.0	950354135121.0	6.3800762534e+12
0.3557019492	253.75	0.616271662987	665495371222.0	944358073811.0	6.35219642466e+12
0.387504057392	248.45	0.612115739875	643816021688.0	921619823546.0	6.18698854162e+12
0.408305211059	244.75	0.603055696454	621139733971.0	899013441338.0	6.05874907159e+12
0.440280867564	238.15	0.591629747948	583215559233.0	859454264848.0	5.798693815e+12
0.463014302939	234.35	0.585034934698	564843350320.0	840964139717.0	5.67933254238e+12
0.496912209981	229.45	0.589497901297	556003403405.0	831164734567.0	5.5481253591e+12
0.499900107866	228.95	0.59170214664	556519989690.0	828721682835.0	5.53259273566e+12
0.519719878555	226.25	0.601554100079	559150632260.0	829703249456.0	5.46770667144e+12
0.557928485477	231.95	0.582467476653	610954380956.0	887344470387.0	6.17004286727e+12
0.578755055311	227.45	0.573919379327	582337245462.0	858002312392.0	5.96863136529e+12
0.62396814497	218.35	0.558561115365	529760754522.0	785873077391.0	5.57904882163e+12
0.639979037366	216.25	0.551504561283	518144485567.0	775410813292.0	5.52653405357e+12
0.695807091467	205.15	0.571661853944	490461935603.0	738849146749.0	5.04681253353e+12
0.703463160323	204.35	0.578819718255	495488768541.0	744274258314.0	5.03548812009e+12
0.749984158384	200.35	0.610372684447	520962416302.0	769228730638.0	5.02067815265e+12
0.769587321565	199.35	0.64134040773	552024322841.0	798384296698.0	5.06314877392e+12
0.774398375006	199.25	0.643773718542	556686235671.0	802615947451.0	5.08660857286e+12
0.83812875329	189.05	0.540875394772	431111317658.0	735387608392.0	4.68860101959e+12
0.860926698985	186.75	0.544543519261	430189690185.0	732502736610.0	4.64706217192e+12
0.909493582555	182.45	0.568136851535	443437988642.0	738457877718.0	4.59125076937e+12
0.956884698429	176.25	0.592614489707	440883190262.0	723014695269.0	4.37625231241e+12
0.983781630555	174.55	0.597139950532	445341251848.0	741340055777.0	4.38700244441e+12
0.999810014676	173.05	0.602008591064	445801600927.0	740302291078.0	4.3560214876e+12
1.06063440863	166.55	0.60208073046	427025765093.0	712858476425.0	4.17205889206e+12
1.06418199809	166.25	0.601812800382	425928189496.0	711610464906.0	4.16318818181e+12
1.14047912499	156.35	0.615265346534	395417287974.0	646533774738.0	3.78045677366e+12
1.18530498469	155.35	0.677305741792	449421789151.0	599457227068.0	3.90319676938e+12
1.22333660393	155.75	0.666161572793	465113325496.0	630938726171.0	4.10705277811e+12
1.30975825235	148.85	0.675749976152	453003968572.0	615267760721.0	3.94336562477e+12
1.32355752197	147.95	0.669061713318	447195051663.0	608857598930.0	3.93171373443e+12
1.39920516296	139.95	0.653924380856	401822681344.0	558225971689.0	3.61458128896e+12
1.48343559679	128.35	0.629924992346	326496955387.0	468432406574.0	3.04888732649e+12
1.49223617411	126.75	0.628282063085	316406917469.0	457887452663.0	2.96239105163e+12
1.4997393169	125.25	0.62679454523	306871196138.0	447683950736.0	2.87993042841e+12
1.58883935177	104.55	0.584083900206	182587814494.0	295739772844.0	1.83885562885e+12
1.67123312994	107.25	0.64529333325	236473618324.0	331521961844.0	2.15564180286e+12
1.68975444525	105.15	0.650535839057	228871846869.0	319735290009.0	2.06953237739e+12
1.79328674613	101.65	0.601685808547	211756523658.0	287448958325.0	2.07022767042e+12
1.89606731641	100.15	0.591029987291	219941945740.0	306163722424.0	2.18901947317e+12
1.90188007172	99.65	0.590995297101	217806060808.0	303609900856.0	2.16788886254e+12
1.99986624221	94.75	0.587057210023	203526575825.0	283102102179.0	2.03935005221e+12
2.01466622751	93.35	0.588091551927	197825260377.0	276221408707.0	1.97873613114e+12
2.13150488126	79.85	0.583893608558	136804946106.0	208561009913.0	1.3782219317e+12
2.17171304231	77.45	0.589909861881	130670528016.0	200379587848.0	1.30299595662e+12
2.25342749143	73.75	0.374282277318	76789577679.7	143801935534.0	1.20685222221e+12
2.37902901317	70.55	0.362094864175	72345546032.6	139489261750.0	1.17527774512e+12
2.49865640548	63.95	0.707111641424	116056626522.0	163960336615.0	965457218312.0
2.50934814759	63.65	0.706540293051	115647034514.0	163227067451.0	962827853277.0
2.52011950504	64.45	0.600960577329	102744743075.0	161912051780.0	1.00569132888e+12
2.64582870338	62.05	0.722911458214	122287589612.0	165864530297.0	995057906811.0
2.78673944284	57.35	0.547383496447	81452410505.2	133409426716.0	875312883218.0
2.93360811078	56.75	0.526762670116	84709083873.1	135898462644.0	945945407552.0
2.97877622744	56.85	0.509710532966	85213512574.6	136596630830.0	983412984237.0
2.99973053266	56.85	0.50293414988	85396092870.1	136952565676.0	998798666146.0
3.08632998429	49.25	0.71503782531	83921479515.0	109510345746.0	690391115518.0
