rbins	temp
5.0	0.632621126511
15.0	0.474181982814
25.0	0.413175566613
35.0	0.385548820297
45.0	0.373922232905
55.0	0.364525648685
65.0	0.351770594081
75.0	0.320450913327
85.0	0.306750490506
95.0	0.278145030359
105.0	0.264006541944
115.0	0.256758658751
125.0	0.249211480466
135.0	0.258905902805
145.0	0.25527475787
155.0	0.259883312369
165.0	0.260694806474
175.0	0.266312318776
185.0	0.273530712896
195.0	0.269212044689
205.0	0.271179720027
215.0	0.279913298308
225.0	0.277748062329
235.0	0.265449515837
245.0	0.245626483564
255.0	0.245400305617
265.0	0.247845688486
275.0	0.240983714534
285.0	0.235104463318
295.0	0.228202424336
305.0	0.221817229672
315.0	0.209535084191
325.0	0.200626599598
335.0	0.20094791627
345.0	0.191771498274
355.0	0.18139902262
365.0	0.16585671501
375.0	0.169254133458
385.0	0.166756315193
395.0	0.164195142171
405.0	0.15948034855
415.0	0.155788812326
425.0	0.150790415656
435.0	0.14680114097
445.0	0.146764793387
455.0	0.141292345694
465.0	0.135451764891
475.0	0.129634095296
485.0	0.126343769469
495.0	0.12726247931
505.0	0.119239047883
515.0	0.115228491726
525.0	0.11368665556
535.0	0.112307749159
545.0	0.10981825138
555.0	0.107844521196
565.0	0.105645862104
575.0	0.103089173501
585.0	0.100969393699
595.0	0.0991107672867
605.0	0.096696983673
615.0	0.0952812276682
625.0	0.0936633821153
635.0	0.0919131902845
645.0	0.0901676738761
655.0	0.0894483664969
665.0	0.0888817670142
675.0	0.0875290108652
685.0	0.0870588694979
695.0	0.0864659092793
705.0	0.089389438884
715.0	0.0867025993141
725.0	0.0855512269373
735.0	0.0870751503745
745.0	0.0848650912641
755.0	0.0835949723809
765.0	0.0845913499298
775.0	0.0831732789533
785.0	0.0814526322536
795.0	0.0809590812728
805.0	0.0803545976627
815.0	0.0797238354501
825.0	0.0784434176804
835.0	0.0773337072262
845.0	0.0762413332951
855.0	0.07733408341
865.0	0.073457524004
875.0	0.0789043961256
885.0	0.0749767070702
895.0	0.0780267217841
905.0	0.07466996593
915.0	0.0741451807972
925.0	0.071944846931
935.0	0.0703662932242
945.0	0.0695715565137
955.0	0.0683762566033
965.0	0.0660482871625
975.0	0.0651686721569
985.0	0.0629337427195
995.0	0.060447938261
