rbins	hotentr
5.0	7.16610489012
15.0	9.95078060814
25.0	12.5458155234
35.0	15.8078671381
45.0	19.9777938489
55.0	25.1348015142
65.0	29.9268523622
75.0	34.7314930988
85.0	39.1825845847
95.0	42.4389067722
105.0	47.2300675023
115.0	52.9463751896
125.0	58.5623376249
135.0	67.2987913541
145.0	76.3519308475
155.0	84.9679711137
165.0	91.3551099129
175.0	99.1108386249
185.0	107.041092482
195.0	112.240557144
205.0	118.109998775
215.0	122.169215672
225.0	128.330853933
235.0	138.298274017
245.0	143.182948011
255.0	153.473785725
265.0	159.691171368
275.0	165.438341862
285.0	174.941507076
295.0	186.752203437
305.0	200.640542907
315.0	213.947438734
325.0	241.336149792
335.0	243.664781838
345.0	261.834943692
355.0	279.258553953
365.0	290.22827284
375.0	298.455668945
385.0	304.853462386
395.0	323.169346917
405.0	324.8444515
415.0	352.544833081
425.0	488.175389448
435.0	383.134097313
445.0	396.314624501
455.0	439.987656036
465.0	614.422215533
475.0	556.57363719
485.0	652.829612974
495.0	864.004610214
505.0	954.539653413
515.0	1327.94170874
525.0	1648.61185066
535.0	2268.91094289
545.0	2653.16030857
555.0	4024.43205897
565.0	4179.45283311
575.0	6536.13920345
585.0	9006.39248568
595.0	8827.11242936
605.0	13511.7536072
615.0	16046.5649708
625.0	15427.0947941
635.0	33056.3150853
645.0	25910.1466283
655.0	20671.5376729
665.0	23185.6345073
675.0	28990.3010832
685.0	79731.6435464
695.0	53121.3246243
705.0	35504.1848193
715.0	83334.925248
725.0	98689.6550566
735.0	36738.6612712
745.0	143278.056038
755.0	115072.126249
765.0	105606.249434
775.0	85172.0394603
785.0	32530.1747351
795.0	111999.69859
805.0	132137.307553
815.0	75573.0701601
825.0	49752.5643515
835.0	76146.5618645
845.0	68144.4892054
855.0	108675.717907
865.0	103270.742051
875.0	84845.679066
885.0	196735.723096
895.0	93987.1724573
905.0	111094.021446
915.0	296882.751252
925.0	88359.5736485
935.0	139168.752155
945.0	176284.183494
955.0	76784.5418847
965.0	76192.5894226
975.0	62404.8021738
985.0	34895.2539856
995.0	69298.582619
