rbins	clump
1.03575965262	17.4155440191
1.10983646337	11.8619236143
1.18921119615	7.78722812459
1.27426275468	11.9199973122
1.36539714159	10.1069719581
1.46304939653	11.3445569584
1.5676856729	8.74708311806
1.67980546305	5.54710600561
1.79994398271	5.5115393401
1.92867472582	3.53464208149
2.06661220224	4.10835415883
2.21441487114	4.4698589808
2.37278828423	3.44042053309
2.54248845379	3.42258020164
2.72432546158	3.96658936664
2.91916732583	3.82790385926
3.12794414485	3.6598220363
3.35165253691	4.17857941617
3.59136039775	4.23707687496
3.84821199825	4.94156785294
4.12343344678	3.98332453427
4.41833854208	4.19263824365
4.73433504492	3.75770012306
5.07293139809	3.95234656488
5.4357439272	3.82944462987
5.82450455632	4.00501021579
6.24106907555	4.76531577491
6.68742599977	5.03949092922
7.1657060611	4.76263753075
7.67819238013	4.15747089306
8.22733136463	3.81672244951
8.81574438779	3.48779523723
9.44624030156	3.38999494416
10.121828845	3.0722490287
10.8457350118	2.75321601453
11.6214144446	2.2137737848
12.4525699316	1.95471831431
13.3431690815	1.79272901387
14.2974632639	1.65817321329
15.3200079031	1.56597121672
16.4156842246	1.41450897154
17.5897225554	1.30971167246
18.8477272918	1.26166341442
20.1957036531	1.2162251319
21.6400863471	1.1917381506
23.1877702879	1.16063015379
24.8461435089	1.13764099066
26.6231224305	1.12271950633
28.52718965	1.11525829606
30.5674344342	1.11123669179
32.7535961078	1.10192176879
35.0961105455	1.10342064844
37.6061599882	1.10099682213
40.2957264232	1.10989264384
43.1776487811	1.11825601164
46.2656842237	1.11276614602
49.5745738157	1.10836823858
53.1201128924	1.10359632811
56.9192264607	1.09648458888
60.9900499918	1.08747335207
65.3520159936	1.07460706304
70.0259467733	1.06825643284
75.0341538352	1.05746491739
80.4005443866	1.05128401043
86.1507354618	1.05327886681
92.3121762078	1.05955532446
98.9142789151	1.0614048692
105.988559421	1.05761610633
113.568787554	1.06948338958
121.691148337	1.0857909452
130.394414719	1.07419685369
139.720132667	1.05474026584
149.712819483	1.04942670272
160.420176318	1.05205508232
171.893315874	1.05124274631
184.1870064	1.04941743196
197.359933132	1.05205157809
211.474978431	1.05659354234
226.599521963	1.05677774925
242.805762341	1.05873096354
260.171061772	1.06382225051
278.778315353	1.0653028528
298.716346782	1.61980592144
320.080332367	1.3124291443
342.972255358	1.08035490631
367.501392777	1.09115930667
393.784837062	1.107805532
421.948055022	1.16290309823
452.125486764	1.18995452388
484.461187457	1.22956011437
519.109514999	1.44943460088
556.235866854	1.19262903681
596.017469599	1.18943575164
638.644224935	1.15880124233
684.319616196	1.16041639155
733.261679707	52.2841717794
785.704045597	3.03645213463
841.89705306	1.25668325109
902.108945377	1.82486896615
966.627150398	1.36823289674
