rbins   density     eplus       eminus
7.459	0.004726	0.005390	0.004066
22.37	0.0006217	0.000709	0.000525
41.04	0.0006830	0.000779	0.000555
63.50	0.0005451	0.000610	0.000460
95.10	0.0003961	0.000452	0.000335
151.0	0.0001550	0.000180	0.000133
241.0	0.0001359	0.000158	0.000117
354.3	0.0000788	0.0000916	0.000068
462.1	0.0000584	0.0000678	0.000051
585.0	0.0000339	0.000041	0.000028
783.0	0.0000286	0.0000424	0.000015
