rbins	met
5.0	1.10558173286
15.0	0.907313205107
25.0	0.872962542313
35.0	0.780351513638
45.0	0.722325787745
55.0	0.66929986132
65.0	0.640631494521
75.0	0.60514238994
85.0	0.586581489483
95.0	0.572796726269
105.0	0.565389077712
115.0	0.551487253787
125.0	0.527490655984
135.0	0.504244657168
145.0	0.488404145811
155.0	0.470053910338
165.0	0.448227200805
175.0	0.416241785618
185.0	0.394797250291
195.0	0.378226890053
205.0	0.354376017816
215.0	0.327517829958
225.0	0.30847337165
235.0	0.290093924896
245.0	0.313686724934
255.0	0.27286517977
265.0	0.251497380739
275.0	0.235657538138
285.0	0.218629818367
295.0	0.203616211937
305.0	0.196282615628
315.0	0.191463045629
325.0	0.185979805981
335.0	0.179369827896
345.0	0.172644718824
355.0	0.182245851355
365.0	0.214767269009
375.0	0.177335308265
385.0	0.168406102442
395.0	0.160159175464
405.0	0.157970956717
415.0	0.154150295378
425.0	0.149071930447
435.0	0.147106205908
445.0	0.142467625106
455.0	0.135178901011
465.0	0.128670395425
475.0	0.125365787899
485.0	0.123097749127
495.0	0.120972135327
505.0	0.120653610803
515.0	0.119242086074
525.0	0.119749267024
535.0	0.120121643214
545.0	0.120353469314
555.0	0.125025366678
565.0	0.130758395772
575.0	0.133647524423
585.0	0.1366867758
595.0	0.146789200733
605.0	0.160482158525
615.0	0.173766577753
625.0	0.179766137239
635.0	0.181404085803
645.0	0.169492044256
655.0	0.155088108782
665.0	0.137277842977
675.0	0.134299408134
685.0	0.130008310012
695.0	0.12359059766
705.0	0.118539563845
715.0	0.115394461485
725.0	0.111804703219
735.0	0.111380281547
745.0	0.110067957562
755.0	0.107767323245
765.0	0.108047398069
775.0	0.108007018146
785.0	0.107809207321
795.0	0.108524429896
805.0	0.108161661318
815.0	0.111817478637
825.0	0.115923322138
835.0	0.133606108343
845.0	0.176758453713
855.0	0.235956995683
865.0	0.229070516841
875.0	0.163183444759
885.0	0.130854132556
895.0	0.11681597886
905.0	0.103832848023
915.0	0.0987290118118
925.0	0.0939060926275
935.0	0.0887436216961
945.0	0.0861838885187
955.0	0.0846982276678
965.0	0.0809282457039
975.0	0.0783127382917
985.0	0.0759563236766
995.0	0.0746146278844
