rbins	hotentr
5.0	5.34818341419
15.0	7.35760394199
25.0	10.4970438011
35.0	14.9646942321
45.0	18.392863899
55.0	22.6963117693
65.0	28.3431129725
75.0	36.3257663059
85.0	52.7140105132
95.0	86.8762820669
105.0	148.701732847
115.0	219.327269305
125.0	280.853851783
135.0	422.999929237
145.0	435.198982209
155.0	428.242007876
165.0	346.474206868
175.0	330.221082199
185.0	368.562751561
195.0	332.505201279
205.0	322.516550764
215.0	341.994481945
225.0	343.183511679
235.0	335.535071528
245.0	361.95257327
255.0	448.106453274
265.0	554.089650245
275.0	627.898500067
285.0	704.287649639
295.0	776.230645167
305.0	897.48645242
315.0	1169.75719962
325.0	1586.71688463
335.0	2213.25328763
345.0	2213.53366259
355.0	2629.22225498
365.0	4024.76519017
375.0	5039.13179514
385.0	5732.30256856
395.0	6819.75966344
405.0	7779.72387744
415.0	9010.11750585
425.0	8328.21366636
435.0	8648.91849703
445.0	21031.2918596
455.0	22990.13742
465.0	24017.616763
475.0	17360.7043852
485.0	21158.6618134
495.0	83019.741814
505.0	74794.2221972
515.0	49641.1657247
525.0	58903.8471045
535.0	64856.8592727
545.0	62026.6802759
555.0	78722.5322891
565.0	97761.0258573
575.0	86959.2264902
585.0	85975.4045717
595.0	113116.740822
605.0	81110.500126
615.0	89461.3413637
625.0	84558.8094825
635.0	83464.0099293
645.0	133258.632241
655.0	157719.630369
665.0	151025.777082
675.0	173941.96994
685.0	213398.503785
695.0	213600.093604
705.0	667360.330962
715.0	282127.871047
725.0	137461.048545
735.0	500840.315085
745.0	160535.184659
755.0	259854.788174
765.0	664281.80412
775.0	826988.197545
785.0	213528.691716
795.0	278854.186451
805.0	190840.847598
815.0	216403.813152
825.0	210626.018407
835.0	216004.494191
845.0	179475.772495
855.0	833517.928652
865.0	153373.173021
875.0	673866.686747
885.0	205484.146977
895.0	455641.867207
905.0	199052.054045
915.0	179661.386206
925.0	262562.965069
935.0	189305.562281
945.0	225979.166911
955.0	180389.438747
965.0	258715.028745
975.0	317305.116554
985.0	263866.35662
995.0	339883.843884
