rbins	met
5.0	1.88626260089
15.0	1.44031525754
25.0	1.17745521395
35.0	1.10446148878
45.0	1.01458059025
55.0	0.980419462528
65.0	0.939767043548
75.0	0.903109098184
85.0	0.826221344214
95.0	0.774109125338
105.0	0.698887171884
115.0	0.663049030629
125.0	0.620829186827
135.0	0.561354507884
145.0	0.516566926177
155.0	0.467594141582
165.0	0.418527214268
175.0	0.385805945913
185.0	0.356973423756
195.0	0.325774388559
205.0	0.309035411555
215.0	0.289364527563
225.0	0.265433743133
235.0	0.244912590685
245.0	0.227316729147
255.0	0.213046808029
265.0	0.202915308052
275.0	0.19526302948
285.0	0.188282704463
295.0	0.183284103159
305.0	0.178307053898
315.0	0.169550905916
325.0	0.160873440513
335.0	0.157345414712
345.0	0.160019328571
355.0	0.176240468972
365.0	0.163957975788
375.0	0.1489701281
385.0	0.143001078549
395.0	0.140309834118
405.0	0.13741346082
415.0	0.134901857869
425.0	0.132337664682
435.0	0.130642892172
445.0	0.130218571779
455.0	0.131732817062
465.0	0.139081281498
475.0	0.152640039354
485.0	0.244410562166
495.0	0.249666034106
505.0	0.161432269659
515.0	0.143981080024
525.0	0.148228213011
535.0	0.132045000258
545.0	0.123686887234
555.0	0.118798890053
565.0	0.116227689929
575.0	0.124083846843
585.0	0.147513665928
595.0	0.260558832106
605.0	0.769448195472
615.0	0.547496527395
625.0	0.204743339166
635.0	0.135713240693
645.0	0.116073327404
655.0	0.107040556784
665.0	0.0973422693095
675.0	0.0873869140807
685.0	0.0810289989161
695.0	0.0763827301952
705.0	0.0719919506822
715.0	0.0715176196333
725.0	0.0752559598999
735.0	0.0811423715571
745.0	0.0872113526647
755.0	0.0963750669694
765.0	0.0854421941771
775.0	0.116684948501
785.0	0.0993167233258
795.0	0.0809728515933
805.0	0.0725066577548
815.0	0.0701898643371
825.0	0.0678757185439
835.0	0.0688407157493
845.0	0.073966673816
855.0	0.0991054811688
865.0	0.0894893794955
875.0	0.0703693378097
885.0	0.0674148713853
895.0	0.0644600792126
905.0	0.062224068364
915.0	0.0615965581033
925.0	0.0599544994872
935.0	0.0594047489527
945.0	0.0618164486271
955.0	0.0659311937391
965.0	0.0768394887059
975.0	0.108203143015
985.0	0.0852083870707
995.0	0.06562654158
