rbins	clump
1.03575965262	0.832789971659
1.10983646337	0.973924575461
1.18921119615	1.28214928773
1.27426275468	1.31107513478
1.36539714159	0.912978384761
1.46304939653	0.917120758315
1.5676856729	1.27634086097
1.67980546305	0.895274080033
1.79994398271	1.09391710122
1.92867472582	1.12078394619
2.06661220224	0.977546437878
2.21441487114	1.04823550456
2.37278828423	1.08713147749
2.54248845379	0.997065509417
2.72432546158	1.14075500041
2.91916732583	0.986719501888
3.12794414485	1.03744818175
3.35165253691	1.08090400097
3.59136039775	1.05724876882
3.84821199825	1.05102967716
4.12343344678	1.09277396042
4.41833854208	1.0363509072
4.73433504492	1.09011213311
5.07293139809	1.06524777737
5.4357439272	1.02976350514
5.82450455632	1.0764576137
6.24106907555	1.04729339019
6.68742599977	1.05323517008
7.1657060611	1.04898060479
7.67819238013	1.04277453499
8.22733136463	1.0390080291
8.81574438779	1.0554777391
9.44624030156	1.03285385038
10.121828845	1.05562781392
10.8457350118	1.05441292134
11.6214144446	1.04454045744
12.4525699316	1.03016059906
13.3431690815	1.03665315668
14.2974632639	1.03734397737
15.3200079031	1.02421478285
16.4156842246	1.03109402962
17.5897225554	1.03425102986
18.8477272918	1.03165703012
20.1957036531	1.03374540001
21.6400863471	1.03660385602
23.1877702879	1.04679427018
24.8461435089	1.04680380051
26.6231224305	1.05350545455
28.52718965	1.05691547758
30.5674344342	1.05421547031
32.7535961078	1.0563640834
35.0961105455	1.05871687784
37.6061599882	1.04814231109
40.2957264232	1.0448051361
43.1776487811	1.03981961199
46.2656842237	1.03722039802
49.5745738157	1.03732413507
53.1201128924	1.03605022099
56.9192264607	1.0381137357
60.9900499918	1.03761102077
65.3520159936	1.04338433819
70.0259467733	1.05148479116
75.0341538352	1.05591975875
80.4005443866	1.06076062438
86.1507354618	1.06088416836
92.3121762078	1.06755606111
98.9142789151	1.06615298501
105.988559421	1.06326585899
113.568787554	1.06231877353
121.691148337	1.06235466664
130.394414719	1.07320286509
139.720132667	1.07962790304
149.712819483	1.07437330379
160.420176318	1.07399404939
171.893315874	1.06855747743
184.1870064	1.06296004255
197.359933132	1.06352009
211.474978431	1.05952526009
226.599521963	1.07823619167
242.805762341	147.188074706
260.171061772	1.2642783318
278.778315353	1.13069719963
298.716346782	1.13453264181
320.080332367	1.12885826916
342.972255358	1.11039964716
367.501392777	1.91940627139
393.784837062	1.10562715158
421.948055022	1.13247352382
452.125486764	1.18052335999
484.461187457	1.24707029006
519.109514999	1.35856128094
556.235866854	1.56830761927
596.017469599	1.89686515701
638.644224935	2.26586678403
684.319616196	2.49582501077
733.261679707	2.71508080068
785.704045597	2.86259229027
841.89705306	32.2146221624
902.108945377	3.42781304343
966.627150398	4.55428868866
