rbins	hottemp
2.5	4.71288905175
7.5	3.39273202987
12.5	2.92186845453
17.5	2.60173022171
22.5	2.38624560196
27.5	2.22474149722
32.5	2.15756784592
37.5	2.07374096767
42.5	2.01394724362
47.5	1.96073217203
52.5	1.91638643537
57.5	1.87671337136
62.5	1.84288317237
67.5	1.8385940801
72.5	1.82544821277
77.5	1.82196266868
82.5	1.80184870257
87.5	1.7680386831
92.5	1.7194421492
97.5	1.69297499158
102.5	1.66782331738
107.5	1.64847465556
112.5	1.63001895259
117.5	1.619447637
122.5	1.62468865947
127.5	1.60689490942
132.5	1.59824436821
137.5	1.59555883879
142.5	1.60821601943
147.5	1.59771198991
152.5	1.59499900285
157.5	1.60479226289
162.5	1.62914826221
167.5	1.66315738627
172.5	1.71001087929
177.5	1.74561953806
182.5	1.74580201879
187.5	1.7378273
192.5	1.71110341603
197.5	1.66670964712
202.5	1.63826156204
207.5	1.60594745562
212.5	1.55380757345
217.5	1.49001186758
222.5	1.45360035792
227.5	1.45435869558
232.5	1.43488742956
237.5	1.43533212766
242.5	1.43641380575
247.5	1.42751646136
252.5	1.40181763259
257.5	1.38993748063
262.5	1.42642002484
267.5	1.38499674885
272.5	1.37709201183
277.5	1.36837896305
282.5	1.38538396352
287.5	1.35660448207
292.5	1.34673665324
297.5	1.35811321107
302.5	1.34188712905
307.5	1.33299035837
312.5	1.32301279152
317.5	1.31395081897
322.5	1.29301884144
327.5	1.29309733717
332.5	1.30420174189
337.5	1.27250334348
342.5	1.25767398134
347.5	1.25565079026
352.5	1.24860314164
357.5	1.23722958662
362.5	1.24099398924
367.5	1.21971480053
372.5	1.20646104418
377.5	1.21886867721
382.5	1.2227280585
387.5	1.19046145146
392.5	1.19208467722
397.5	1.1990977512
402.5	1.18143548819
407.5	1.15981844095
412.5	1.15912719007
417.5	1.14088347576
422.5	1.14211788144
427.5	1.15666192375
432.5	1.12634886246
437.5	1.16289728122
442.5	1.10890392104
447.5	1.12943354348
452.5	1.09124429647
457.5	1.0943970805
462.5	1.07511937346
467.5	1.07757821611
472.5	1.05016915682
477.5	1.04546783322
482.5	1.07216002071
487.5	1.06618736886
492.5	1.02304952896
497.5	1.0218317269
502.5	1.01713916317
507.5	1.03875202905
512.5	1.04745288202
517.5	0.998877504991
522.5	0.980612065583
527.5	1.05405824172
532.5	0.983878785653
537.5	0.9652035745
542.5	1.01104103305
547.5	0.958419761776
552.5	0.984063904251
557.5	0.93868648235
562.5	0.935127927824
567.5	0.942058006839
572.5	0.934183846774
577.5	0.931727530558
582.5	0.919644049481
587.5	0.945317451645
592.5	0.917860974016
597.5	0.914284047792
602.5	0.910308654544
607.5	0.927673156281
612.5	0.905758691636
617.5	0.903162163293
622.5	0.883287883489
627.5	0.890095426164
632.5	0.883111069516
637.5	0.895716806992
642.5	0.870237666814
647.5	0.873956679282
652.5	0.862993961983
657.5	0.885712696405
662.5	0.882000783981
667.5	0.884007987535
672.5	0.852133609902
677.5	0.862347025004
682.5	0.858313744044
687.5	0.864347199932
692.5	0.841199594302
697.5	0.886732640437
702.5	0.874021232854
707.5	0.814155416798
712.5	0.811501834282
717.5	0.844393082455
722.5	0.800601348054
727.5	0.792278636143
732.5	0.790331891253
737.5	0.929159068488
742.5	0.786548744437
747.5	0.799365683399
752.5	0.776822055483
757.5	0.77441047742
762.5	0.785400825374
767.5	0.765543568517
772.5	0.796666520711
777.5	0.756896911477
782.5	0.769702898328
787.5	0.754653679627
792.5	0.748793129018
797.5	0.864509062703
802.5	0.751018045551
807.5	0.752831591036
812.5	0.771259173343
817.5	0.743021318217
822.5	0.746749666313
827.5	0.743076249102
832.5	0.874453233131
837.5	0.741735834653
842.5	0.747830437333
847.5	0.745599678557
852.5	0.807543115923
857.5	0.749629147248
862.5	0.907536729602
867.5	0.721975770274
872.5	0.72719838114
877.5	0.727032068217
882.5	0.755073501511
887.5	0.718418838859
892.5	0.71640832491
897.5	0.716847599114
902.5	0.725258865128
907.5	0.72633169737
912.5	0.710711794356
917.5	0.736495315044
922.5	0.72650050627
927.5	0.740742036689
932.5	0.710814650552
937.5	0.734489060023
942.5	0.74477458898
947.5	0.70522038094
952.5	0.733637935539
957.5	0.702506466033
962.5	0.717871885342
967.5	0.722724090454
972.5	0.708380511243
977.5	0.699058886136
982.5	0.770034286187
987.5	0.721972914169
992.5	0.701157711727
997.5	0.703875030888
