rbins	clump
1.03575965262	1.09742372402
1.10983646337	1.1852530737
1.18921119615	1.30794444868
1.27426275468	1.2240044863
1.36539714159	1.13352062752
1.46304939653	1.26302845366
1.5676856729	1.2205859809
1.67980546305	1.26898719884
1.79994398271	1.07645014335
1.92867472582	1.25178331704
2.06661220224	1.20316209295
2.21441487114	1.08451416881
2.37278828423	1.14287294758
2.54248845379	1.10346035004
2.72432546158	1.12820413452
2.91916732583	1.1025983023
3.12794414485	1.1006474472
3.35165253691	1.16084281318
3.59136039775	1.06874389451
3.84821199825	1.1069788956
4.12343344678	1.10469520236
4.41833854208	1.10960210625
4.73433504492	1.08568760233
5.07293139809	1.08324246864
5.4357439272	1.12455086393
5.82450455632	1.11603607809
6.24106907555	1.09573330183
6.68742599977	1.08999665968
7.1657060611	1.06803047342
7.67819238013	1.06962182165
8.22733136463	1.07777527035
8.81574438779	1.07651908517
9.44624030156	1.07633967138
10.121828845	1.0614304459
10.8457350118	1.06340964754
11.6214144446	1.0684184246
12.4525699316	1.06621288579
13.3431690815	1.07172600975
14.2974632639	1.05587071705
15.3200079031	1.06755379313
16.4156842246	1.0579178317
17.5897225554	1.06634533837
18.8477272918	1.06466257582
20.1957036531	1.05858221174
21.6400863471	1.05809693161
23.1877702879	1.05751928832
24.8461435089	1.06099754995
26.6231224305	1.06162407269
28.52718965	1.06037347419
30.5674344342	1.06097751908
32.7535961078	1.05726462754
35.0961105455	1.06015941221
37.6061599882	1.05597277092
40.2957264232	1.062723841
43.1776487811	1.06014912925
46.2656842237	1.06573861557
49.5745738157	1.0686942338
53.1201128924	1.05753690378
56.9192264607	1.0565224816
60.9900499918	1.06034821992
65.3520159936	1.05918732831
70.0259467733	1.05531057859
75.0341538352	1.05302382937
80.4005443866	1.05267905366
86.1507354618	1.042104111
92.3121762078	1.03895877325
98.9142789151	1.03523402826
105.988559421	1.03628122088
113.568787554	1.03523511113
121.691148337	1.03002858907
130.394414719	1.03355165192
139.720132667	1.03756873211
149.712819483	1.0360064806
160.420176318	1.0335205313
171.893315874	1.08297049476
184.1870064	1.05076717532
197.359933132	1.04960924173
211.474978431	1.04688366197
226.599521963	1.05927148986
242.805762341	1.09456186265
260.171061772	5.14993702283
278.778315353	1.10948534104
298.716346782	1.05311465194
320.080332367	1.04582816913
342.972255358	1.04878889663
367.501392777	1.09867612004
393.784837062	1.08374200992
421.948055022	1.1000053798
452.125486764	1.10470908903
484.461187457	1.08527692969
519.109514999	1.0861687426
556.235866854	1.10090378111
596.017469599	1.13001705248
638.644224935	79.9842752609
684.319616196	2.70326611686
733.261679707	3.19446222687
785.704045597	2.99166057652
841.89705306	2.92243243043
902.108945377	13.2338278731
966.627150398	5.50330750099
