rbins	temp
5.0	0.618321463539
15.0	0.495133710071
25.0	0.473793181424
35.0	0.485007912026
45.0	0.494872607893
55.0	0.459351618828
65.0	0.438750541529
75.0	0.447848852602
85.0	0.41763132952
95.0	0.415519779674
105.0	0.412782323875
115.0	0.420978652183
125.0	0.384204387486
135.0	0.359277138423
145.0	0.378489380679
155.0	0.362027748272
165.0	0.366823906681
175.0	0.354394605226
185.0	0.343464828565
195.0	0.337472047259
205.0	0.32536866694
215.0	0.324534023417
225.0	0.329037501151
235.0	0.327739188308
245.0	0.309333706966
255.0	0.291188360051
265.0	0.278641627121
275.0	0.283361080137
285.0	0.272828163626
295.0	0.273129203975
305.0	0.257607723669
315.0	0.253653282368
325.0	0.298220209256
335.0	0.339664584351
345.0	0.227218842216
355.0	0.216756111224
365.0	0.208382252898
375.0	0.316600016982
385.0	0.206647437573
395.0	0.18886113514
405.0	0.188019202162
415.0	0.185395335675
425.0	0.175692861812
435.0	0.167544779441
445.0	0.155599293892
455.0	0.145453587201
465.0	0.144486146813
475.0	0.138877503168
485.0	0.142753138267
495.0	0.133609063833
505.0	0.132361809055
515.0	0.129425047934
525.0	0.128248726771
535.0	0.127870003395
545.0	0.126796342138
555.0	0.127183986301
565.0	0.127941258342
575.0	0.128792316668
585.0	0.128198579812
595.0	0.128322392004
605.0	0.12812858889
615.0	0.127981184119
625.0	0.126703701079
635.0	0.117576950231
645.0	0.114884727927
655.0	0.130136836939
665.0	0.130028912664
675.0	0.141524425163
685.0	0.141643434945
695.0	0.129778419327
705.0	0.125317423614
715.0	0.130442161219
725.0	0.132075114662
735.0	0.132890521071
745.0	0.134814568867
755.0	0.130789748125
765.0	0.127769060956
775.0	0.124753790986
785.0	0.123189441376
795.0	0.112736277021
805.0	0.104018507522
815.0	0.11697024384
825.0	0.109511729422
835.0	0.104121260676
845.0	0.101862312786
855.0	0.0986256987005
865.0	0.0971247125743
875.0	0.100126820468
885.0	0.0843004020889
895.0	0.0805858477405
905.0	0.0866466446965
915.0	0.0860883156382
925.0	0.0845018960771
935.0	0.0844522224135
945.0	0.0834053803299
955.0	0.0833007859273
965.0	0.0802719209989
975.0	0.0815983378899
985.0	0.0795922816205
995.0	0.0782300822794
