rbins	met
5.0	1.7112221708
15.0	0.820111625023
25.0	0.69574417846
35.0	0.691364258939
45.0	0.653675352926
55.0	0.582395591343
65.0	0.543284078283
75.0	0.516929355311
85.0	0.488279270104
95.0	0.455614299372
105.0	0.431643641553
115.0	0.419252493418
125.0	0.406731829684
135.0	0.393532394074
145.0	0.377328710815
155.0	0.364218871652
165.0	0.352007490075
175.0	0.347858742996
185.0	0.342542883141
195.0	0.328440950706
205.0	0.311641851122
215.0	0.302334915374
225.0	0.293888919017
235.0	0.286081725258
245.0	0.280749519741
255.0	0.272384038795
265.0	0.264394105034
275.0	0.258019866805
285.0	0.252502091529
295.0	0.254455267858
305.0	0.278853128826
315.0	0.260378865514
325.0	0.238644485251
335.0	0.225354401846
345.0	0.219744908955
355.0	0.216794287286
365.0	0.216997403712
375.0	0.213394570462
385.0	0.212328164916
395.0	0.210896627632
405.0	0.209892888592
415.0	0.210299567472
425.0	0.211705792263
435.0	0.218407819452
445.0	0.215635241174
455.0	0.214375294124
465.0	0.21285974091
475.0	0.21126000537
485.0	0.208614074629
495.0	0.204155000409
505.0	0.199905935304
515.0	0.203044544914
525.0	0.262847874328
535.0	0.216970719057
545.0	0.206069254906
555.0	0.20424361646
565.0	0.203421550685
575.0	0.201538584704
585.0	0.196165455162
595.0	0.188950162383
605.0	0.183202827443
615.0	0.175235594642
625.0	0.169338711063
635.0	0.165074943442
645.0	0.16179723598
655.0	0.15880819044
665.0	0.157591482016
675.0	0.156617478902
685.0	0.153508743331
695.0	0.152895983151
705.0	0.153386573768
715.0	0.153778969113
725.0	0.165111373383
735.0	0.249776025494
745.0	0.368386466214
755.0	0.181565714158
765.0	0.162612191802
775.0	0.157617487346
785.0	0.162149714339
795.0	0.228034016246
805.0	0.212364459714
815.0	0.17653418033
825.0	0.171352349274
835.0	0.167247682019
845.0	0.168425957868
855.0	0.172346278352
865.0	0.17617365314
875.0	0.20858547614
885.0	0.164315024913
895.0	0.15826467148
905.0	0.148519691189
915.0	0.143894006373
925.0	0.139384312762
935.0	0.132684240065
945.0	0.128146074865
955.0	0.126050261054
965.0	0.123008137168
975.0	0.122342784478
985.0	0.12047685759
995.0	0.119419767076
