rbins	temp
5.0	0.203646806477
15.0	0.375770496193
25.0	0.502004419812
35.0	0.521075455305
45.0	0.522268910011
55.0	0.482690189472
65.0	0.498398980612
75.0	0.483532766036
85.0	0.471863173012
95.0	0.47963911901
105.0	0.479973970597
115.0	0.456634974659
125.0	0.453230077776
135.0	0.413243011071
145.0	0.411481813179
155.0	0.415086884596
165.0	0.390307649231
175.0	0.386244387656
185.0	0.381488743696
195.0	0.408637265862
205.0	0.389441456646
215.0	0.399548448289
225.0	0.396190399145
235.0	0.394277722834
245.0	0.39011572598
255.0	0.39618735532
265.0	0.357155000608
275.0	0.351894615514
285.0	0.331820549355
295.0	0.327704085303
305.0	0.31537629208
315.0	0.29254439961
325.0	0.293590541255
335.0	0.290552903952
345.0	0.281002917422
355.0	0.291443139701
365.0	0.270641039989
375.0	0.264087042297
385.0	0.257792056209
395.0	0.252361201927
405.0	0.247657604934
415.0	0.243692560525
425.0	0.238881228659
435.0	0.235264231973
445.0	0.232557117353
455.0	0.231571763458
465.0	0.229853901051
475.0	0.228714217126
485.0	0.227918287614
495.0	0.226843633777
505.0	0.224107641551
515.0	0.222545471007
525.0	0.217140057981
535.0	0.217561328382
545.0	0.215213363391
555.0	0.212750667402
565.0	0.209933266114
575.0	0.207092545144
585.0	0.205201213252
595.0	0.20468306058
605.0	0.203502090176
615.0	0.201445668656
625.0	0.199195865242
635.0	0.197226246622
645.0	0.195166739659
655.0	0.193089207239
665.0	0.190329228175
675.0	0.188874322132
685.0	0.18668305438
695.0	0.185121018229
705.0	0.183731606056
715.0	0.180561666094
725.0	0.176484116725
735.0	0.164601285273
745.0	0.153296061214
755.0	0.165885690521
765.0	0.165955201449
775.0	0.165435001824
785.0	0.161978995671
795.0	0.153126286751
805.0	0.153539449105
815.0	0.156398955435
825.0	0.154461704901
835.0	0.152908066653
845.0	0.150914639283
855.0	0.150190917474
865.0	0.148063066701
875.0	0.144811867229
885.0	0.147999588172
895.0	0.145300313791
905.0	0.142946114841
915.0	0.142782879068
925.0	0.143041566139
935.0	0.142400143022
945.0	0.140707902553
955.0	0.139541602756
965.0	0.139426075395
975.0	0.135687222926
985.0	0.136620803842
995.0	0.133910890431
