rbins	hotentr
5.0	3.33135412843
15.0	5.52960978762
25.0	9.38713795047
35.0	14.2978652465
45.0	19.8334351644
55.0	24.4931434665
65.0	29.3827087105
75.0	36.0319320947
85.0	38.9730679674
95.0	43.7082522722
105.0	49.607649102
115.0	59.7028256046
125.0	61.957144955
135.0	63.6979264119
145.0	72.5903047488
155.0	73.137505034
165.0	77.7026881251
175.0	82.7738989592
185.0	97.843189466
195.0	115.421498676
205.0	125.023103171
215.0	135.776799039
225.0	151.953373926
235.0	186.164708165
245.0	245.806583727
255.0	332.553659828
265.0	430.260473341
275.0	503.46797963
285.0	603.946419654
295.0	881.251466868
305.0	1049.54667583
315.0	1361.76496107
325.0	3503.2948176
335.0	7545.71853836
345.0	2360.44469141
355.0	2630.197655
365.0	2754.79427161
375.0	26652.0810859
385.0	10061.8266836
395.0	8274.49578126
405.0	20432.0272249
415.0	39020.9816133
425.0	44450.1480349
435.0	85212.7380165
445.0	56825.0083247
455.0	38884.8980174
465.0	83216.8650798
475.0	53039.5233408
485.0	110813.981189
495.0	42598.3412268
505.0	43708.4005808
515.0	41983.2135501
525.0	46629.46545
535.0	40311.2307594
545.0	32448.2154237
555.0	40096.1798375
565.0	37957.9372794
575.0	32791.4540222
585.0	24946.3127985
595.0	33832.9214638
605.0	31926.9796251
615.0	31588.4533003
625.0	30686.9683369
635.0	30607.1016633
645.0	29775.6336358
655.0	102367.121438
665.0	55800.4740556
675.0	167076.277414
685.0	148356.114923
695.0	39954.8574961
705.0	57639.9505876
715.0	54065.5287578
725.0	26894.1375543
735.0	24183.929872
745.0	32674.8899007
755.0	26870.4877488
765.0	28067.580481
775.0	29202.5835141
785.0	50752.8533048
795.0	29210.688469
805.0	31473.132293
815.0	96263.0192923
825.0	55936.5610398
835.0	32161.1109333
845.0	38353.6796052
855.0	44852.2257817
865.0	48171.8609159
875.0	134012.407946
885.0	71112.1375279
895.0	65467.3348236
905.0	76218.8534397
915.0	87995.3922768
925.0	96796.7187795
935.0	119879.051949
945.0	134254.202193
955.0	153879.545447
965.0	126467.737206
975.0	167429.364445
985.0	160507.109577
995.0	197444.066032
