rbins pressure eplus eminus
7.459 0.002363 0.00478490698603 0.00212795069477
22.37 0.0012434 0.00193593867259 0.001525490447
41.04 0.001305213 0.00216918587135 0.00143258847787
63.5 0.000877611 0.0013409575 0.00112395472844
95.1 0.0006048447 0.000933292636459 0.000769123180024
151.0 0.00018631 0.0002909495235 0.000240014767423
241.0 0.0001456848 0.000227173829282 0.000186938839464
354.3 7.75392e-05 0.000123531369135 9.76178311875e-05
