rbins	temp
7.5	3.16219618571
22.5	2.35794114655
37.5	2.06817469058
52.5	1.91267007103
67.5	1.83357020441
82.5	1.79489684756
97.5	1.6912800234
112.5	1.63102108379
127.5	1.60864140203
142.5	1.5992152015
157.5	1.60881176749
172.5	1.70513711601
187.5	1.73064311735
202.5	1.63665879463
217.5	1.48907956114
232.5	1.43642856852
247.5	1.420875793
262.5	1.39711414798
277.5	1.37617200389
292.5	1.35286072372
307.5	1.3322058905
322.5	1.29951501025
337.5	1.27725623475
352.5	1.24665374682
367.5	1.22130964392
382.5	1.20402748143
397.5	1.19025005572
412.5	1.15149720578
427.5	1.1376296047
442.5	1.12947565553
457.5	1.08032227007
472.5	1.03317409816
487.5	1.05082154339
502.5	1.02270503996
517.5	1.00620760745
532.5	0.998538926904
547.5	0.981189813123
562.5	0.932888708577
577.5	0.910836835352
592.5	0.913468748391
607.5	0.89580555876
622.5	0.856973162243
637.5	0.844002070329
652.5	0.843662137796
667.5	0.833726463133
682.5	0.833692804965
697.5	0.809707793892
712.5	0.788586322712
727.5	0.754505127421
742.5	0.787377924364
757.5	0.69855750708
772.5	0.727101986742
787.5	0.728159531046
802.5	0.763595295984
817.5	0.729935368949
832.5	0.761870401239
847.5	0.743124193056
862.5	0.773153873734
877.5	0.719655882226
892.5	0.70260665088
907.5	0.706787754711
922.5	0.714840329428
937.5	0.71584467084
952.5	0.696471082022
967.5	0.690440723586
982.5	0.709504325518
997.5	0.691879780041
1012.5	0.690776741584
1027.5	0.764674926109
1042.5	0.684572061921
1057.5	0.659717816819
1072.5	0.637460255292
1087.5	0.647010809634
1102.5	0.661999804951
1117.5	0.648612580024
1132.5	0.653415266403
1147.5	0.654027943122
1162.5	0.66145366285
1177.5	0.658864139298
1192.5	0.659668111298
1207.5	0.663112915849
1222.5	0.651092398481
1237.5	0.639156284362
1252.5	0.654320868817
1267.5	0.681478463395
1282.5	0.702034090592
1297.5	0.681966040154
1312.5	0.68436941017
1327.5	0.69148095518
1342.5	0.703227178295
1357.5	0.724235635037
1372.5	0.70927902241
1387.5	0.730790556601
1402.5	0.709750892576
1417.5	0.71429639317
1432.5	0.688502278878
1447.5	0.706721253968
1462.5	0.699910198029
1477.5	0.773204260326
1492.5	0.68022499768
