rbins pressure
5.0 0.0391511386044
15.0 0.0104166530545
25.0 0.00506661388913
35.0 0.00324953148106
45.0 0.00230868228137
55.0 0.00162739967705
65.0 0.00115709454317
75.0 0.00102411120231
85.0 0.000914506006185
95.0 0.000754340835833
105.0 0.000608568657943
115.0 0.000480948989812
125.0 0.000370555907791
135.0 0.000296599596881
145.0 0.000250120905948
155.0 0.000214342443392
165.0 0.000180324167182
175.0 0.000154390894522
185.0 0.000135302177418
195.0 0.000118291311723
205.0 0.00010951375548
215.0 9.39558439555e-05
225.0 8.24470392645e-05
235.0 7.57455443574e-05
245.0 6.75558961e-05
255.0 6.21610866404e-05
265.0 5.59933067369e-05
275.0 5.0517116832e-05
285.0 4.63617945271e-05
295.0 4.25854074645e-05
305.0 3.88505955268e-05
315.0 3.54857758321e-05
325.0 3.42245526259e-05
335.0 3.0269444613e-05
345.0 2.86816410806e-05
355.0 2.73254429628e-05
365.0 2.57127314125e-05
375.0 2.44336123209e-05
385.0 2.32098338304e-05
395.0 2.25893378904e-05
405.0 2.09301904891e-05
415.0 2.01339796601e-05
425.0 2.28705272178e-05
435.0 1.70522076067e-05
445.0 1.5619643922e-05
455.0 1.47269652453e-05
465.0 1.53201430151e-05
475.0 1.19797249692e-05
485.0 1.09218155442e-05
495.0 9.80658033863e-06
505.0 7.73281041434e-06
515.0 6.64639487936e-06
525.0 5.67960226971e-06
535.0 5.09465307942e-06
545.0 4.54240152546e-06
555.0 4.21790779413e-06
565.0 3.66920239005e-06
575.0 3.4470349521e-06
585.0 3.21782737898e-06
595.0 2.80996933106e-06
605.0 2.64439380112e-06
615.0 2.4683140727e-06
625.0 2.30509192313e-06
635.0 2.39804282771e-06
645.0 2.23603372589e-06
655.0 2.06912840756e-06
665.0 2.0216974426e-06
675.0 1.99112604246e-06
685.0 2.35413545983e-06
695.0 2.0131481649e-06
705.0 1.80891375153e-06
715.0 2.03370117511e-06
725.0 2.0025776635e-06
735.0 1.59142649946e-06
745.0 1.97783760037e-06
755.0 1.7696011313e-06
765.0 1.7174410126e-06
775.0 1.54021927486e-06
785.0 1.32325002665e-06
795.0 1.45570338317e-06
805.0 1.44223322392e-06
815.0 1.27651980573e-06
825.0 1.19530848087e-06
835.0 1.19609596957e-06
845.0 1.14869830846e-06
855.0 1.17321355904e-06
865.0 1.12203752934e-06
875.0 1.06767954361e-06
885.0 1.17959553926e-06
895.0 1.02246148521e-06
905.0 1.01772279065e-06
915.0 1.20688678354e-06
925.0 9.47497457296e-07
935.0 9.7744472669e-07
945.0 9.88011037551e-07
955.0 8.62471134429e-07
965.0 8.36142233212e-07
975.0 7.96599985846e-07
985.0 7.46731134736e-07
995.0 7.46447164837e-07
