rbins	clump
1.10983646337	3.25118958038
1.18921119615	5.15852555218
1.27426275468	9.87634604957
1.36539714159	14.5335164011
1.46304939653	5.08540813914
1.5676856729	4.67650843084
1.67980546305	4.26316848311
1.79994398271	6.3965690977
1.92867472582	4.4817042674
2.06661220224	3.36699516832
2.21441487114	4.20859751231
2.37278828423	4.11652546861
2.54248845379	3.87770494916
2.72432546158	3.3542238363
2.91916732583	3.86882133585
3.12794414485	4.20016812064
3.35165253691	5.00727417805
3.59136039775	4.43493669512
3.84821199825	3.47770147889
4.12343344678	2.97908538917
4.41833854208	2.43281636922
4.73433504492	2.57975675237
5.07293139809	2.29673286372
5.4357439272	2.03721452936
5.82450455632	2.08118805693
6.24106907555	1.9390008348
6.68742599977	1.85580407245
7.1657060611	1.62051909974
7.67819238013	1.4991299037
8.22733136463	1.45792677554
8.81574438779	1.42263672767
9.44624030156	1.41375657563
10.121828845	1.36941870094
10.8457350118	1.35239976723
11.6214144446	1.29781065447
12.4525699316	1.23546958772
13.3431690815	1.18455714525
14.2974632639	1.16586859436
15.3200079031	1.15297344016
16.4156842246	1.14832664843
17.5897225554	1.13618545199
18.8477272918	1.11743165062
20.1957036531	1.1086897503
21.6400863471	1.11381736805
23.1877702879	1.0975265755
24.8461435089	1.09362797209
26.6231224305	1.09158445146
28.52718965	1.07208283718
30.5674344342	1.07407146725
32.7535961078	1.07676077551
35.0961105455	1.07586933079
37.6061599882	1.07794020469
40.2957264232	1.07482470297
43.1776487811	1.06320371739
46.2656842237	1.06008077699
49.5745738157	1.06342118666
53.1201128924	1.07220005437
56.9192264607	1.08024332974
60.9900499918	1.08054394212
65.3520159936	1.08148265771
70.0259467733	1.08623787904
75.0341538352	1.09184740769
80.4005443866	1.08834638084
86.1507354618	1.07262171286
92.3121762078	1.06364548616
98.9142789151	1.06622990467
105.988559421	1.0633705261
113.568787554	1.05788273937
121.691148337	1.05897254346
130.394414719	1.05491209563
139.720132667	1.05752722629
149.712819483	1.06000901138
160.420176318	1.05600993987
171.893315874	1.05139611115
184.1870064	1.05242212482
197.359933132	1.05374576647
211.474978431	1.05854112719
226.599521963	1.06092395717
242.805762341	1.06274830007
260.171061772	1.06196082528
278.778315353	1.06288600834
298.716346782	1.06309394673
320.080332367	1.05849717215
342.972255358	1.09215665523
367.501392777	1.19481609089
393.784837062	1.07753575593
421.948055022	1.09231006574
452.125486764	1.10008772889
484.461187457	2.3475439996
519.109514999	1.5979036818
556.235866854	1.15758180572
596.017469599	120.825144206
638.644224935	2.37374241894
684.319616196	1.25080150249
733.261679707	1.59999020431
785.704045597	5.5757138671
841.89705306	2.0342353241
902.108945377	1.8136622556
966.627150398	6.5723487302
