rbins	met
5.0	0.706562009457
15.0	0.690968540788
25.0	0.658866881446
35.0	0.608716724818
45.0	0.561579201477
55.0	0.533446341655
65.0	0.505075502667
75.0	0.462340267434
85.0	0.430030300485
95.0	0.399329337936
105.0	0.371602978108
115.0	0.352525921261
125.0	0.339385154227
135.0	0.325089290508
145.0	0.314017059271
155.0	0.303842781226
165.0	0.294599013695
175.0	0.28018139761
185.0	0.261527897268
195.0	0.254620300909
205.0	0.247761593874
215.0	0.239899182822
225.0	0.232918193
235.0	0.228782231933
245.0	0.229591363058
255.0	0.322146334942
265.0	0.43056132954
275.0	0.217149646906
285.0	0.188175488522
295.0	0.186652069123
305.0	0.185391461489
315.0	0.182183811195
325.0	0.18056926567
335.0	0.179330165861
345.0	0.175712122506
355.0	0.169109575324
365.0	0.169618497176
375.0	0.162395950991
385.0	0.159902741834
395.0	0.157993968256
405.0	0.154987637634
415.0	0.155213910506
425.0	0.155393111413
435.0	0.153829491857
445.0	0.153644168491
455.0	0.164193904231
465.0	0.156785779442
475.0	0.151922715931
485.0	0.150668103141
495.0	0.149875389896
505.0	0.148561376913
515.0	0.143882554957
525.0	0.139248314393
535.0	0.137711114396
545.0	0.133844817381
555.0	0.132493227532
565.0	0.133172343994
575.0	0.13156970017
585.0	0.130580712384
595.0	0.130273996442
605.0	0.131698896299
615.0	0.133943887974
625.0	0.155831465325
635.0	0.367880079927
645.0	0.424344393887
655.0	0.182657083128
665.0	0.158875789902
675.0	0.153119800531
685.0	0.160715547202
695.0	0.196260428474
705.0	0.31364379412
715.0	0.255206280053
725.0	0.193084564284
735.0	0.183358826232
745.0	0.157815794306
755.0	0.142148175213
765.0	0.13609536989
775.0	0.134422574003
785.0	0.136108380972
795.0	0.14001608521
805.0	0.15343858672
815.0	0.148835671831
825.0	0.137581625472
835.0	0.133059556772
845.0	0.132439131252
855.0	0.132841005934
865.0	0.143041646315
875.0	0.175423170336
885.0	0.212432039102
895.0	0.210583320355
905.0	0.183148751878
915.0	0.156957740768
925.0	0.148054518944
935.0	0.143522934904
945.0	0.142476047172
955.0	0.138177496836
965.0	0.134115758843
975.0	0.130503931961
985.0	0.126308961571
995.0	0.122295669897
