rbins	hottemp
5.0	0.624639195221
15.0	0.504019935444
25.0	0.487743290609
35.0	0.501563385111
45.0	0.510140040674
55.0	0.478205112172
65.0	0.45908204015
75.0	0.462331693012
85.0	0.428944852042
95.0	0.424978320475
105.0	0.421746824718
115.0	0.43609264709
125.0	0.398095693224
135.0	0.370303344229
145.0	0.392169572392
155.0	0.373464342376
165.0	0.377793402368
175.0	0.366432159575
185.0	0.363543613869
195.0	0.365579758374
205.0	0.352968656163
215.0	0.354426136994
225.0	0.366447604574
235.0	0.382804418647
245.0	0.384186636539
255.0	0.403770781198
265.0	0.43469040066
275.0	0.426589540612
285.0	0.416270427809
295.0	0.498734418555
305.0	0.481905378452
315.0	0.5369637817
325.0	1.18494359637
335.0	2.1105435711
345.0	0.552449693893
355.0	0.504561263311
365.0	0.467601511881
375.0	3.90735010745
385.0	1.05456314974
395.0	0.616507485965
405.0	1.19521771124
415.0	1.87489649251
425.0	1.77859436638
435.0	2.4525404988
445.0	1.4794165846
455.0	0.886668461617
465.0	1.80497939696
475.0	1.15414299232
485.0	2.50977653824
495.0	0.977284059819
505.0	1.02648369029
515.0	0.814195708494
525.0	0.783610217971
535.0	0.740810676049
545.0	0.510553092241
555.0	0.537433062485
565.0	0.594001162877
575.0	0.567343244955
585.0	0.424447441395
595.0	0.549561975584
605.0	0.53021342186
615.0	0.566245555113
625.0	0.562623823809
635.0	0.566278334518
645.0	0.562990881585
655.0	1.57534586483
665.0	0.950159443657
675.0	2.76952300739
685.0	2.48113137747
695.0	0.652809196607
705.0	1.04263461157
715.0	1.03759718501
725.0	0.552201829077
735.0	0.526214876616
745.0	0.697996099807
755.0	0.520047357375
765.0	0.50754541852
775.0	0.524752024095
785.0	0.878065884072
795.0	0.493931423855
805.0	0.553764727304
815.0	1.61107299732
825.0	0.923535163024
835.0	0.504695025567
845.0	0.536936811906
855.0	0.57079894556
865.0	0.632786076547
875.0	1.62433937388
885.0	0.814072903851
895.0	0.649448570112
905.0	0.805306400178
915.0	0.720965068925
925.0	0.705465973217
935.0	0.823904911133
945.0	0.827429753491
955.0	0.94756346161
965.0	0.61147254446
975.0	0.87808112323
985.0	0.752418861542
995.0	0.76833190923
