#id Luis_nocut Luis_midcut Luis_highcut Mike_nocut Mike_midcut Mike_highcut Luis_halfcut Mike_halfcut Vik_highcut Vik_halfcut
0 0.937799580752 1.25192981687 1.32205068406 0.14319932817 1.49447975847 1.49825494871 1.51344006994 1.60719672328 0.998897731 1.28853500
1 0.253026522959 0.431798405148 0.4352125524 0.135133247166 0.469894110557 0.4665989378 0.474378679953 0.499663620503 0.287328869 0.480003297
2 0.40307302482 0.400477580144 0.409740207177 0.332321475268 0.437477776168 0.435170243899 0.434107623266 0.459719450185 0.428309858 0.454695225
3 0.36484751914 0.353828060262 0.365192695888 0.395098018485 0.391674656767 0.397172760475 0.405074857438 0.440097381239 0.412423968 0.489413083
4 0.340144800934 0.355520490779 0.366226333285 0.147221420857 0.394446508945 0.400214563506 0.397404246895 0.426588567556 0.365851015 0.427172452
5 0.172861610432 0.272175823137 0.286486845661 0.138942193938 0.301205120951 0.318192916116 0.312413381464 0.344400177143 0.201256558 0.354382932
6 0.231946836462 0.254780673998 0.254554102632 0.168854154605 0.277963089019 0.266543540239 0.280437632984 0.295923919086 0.253247112 0.314178109
7 0.311617302157 0.299214201209 0.31572143261 0.114299944073 0.347902571283 0.370921217486 0.365826080761 0.405494486864 0.349472910 0.409090847
8 0.289025701968 0.280317489618 0.289009335737 0.331269554411 0.320673843179 0.331191688361 0.332220713246 0.370877167519 0.326471895 0.391898096
9 0.21503441828 0.222469760048 0.236640686404 0.153990003104 0.254875845698 0.272925027868 0.269423583143 0.303661105366 0.226965830 0.330971122
10 0.202836563 0.198569083825 0.204542835553 0.189661225811 0.212704793034 0.217359748445 0.213182224982 0.226369847674 0.226968795 0.235315412
11 0.189370666112 0.181305662719 0.201358983678 0.136354488959 0.204711300017 0.232330327031 0.215775611299 0.237272966025 0.209269762 0.220811084
12 0.146034673808 0.140333435547 0.140476482174 0.150912299392 0.146867077611 0.146946830761 0.151492098026 0.161235703166 0.208925247 0.185822248
13 0.186953348188 0.189492468093 0.191232829713 0.144357695578 0.207741771949 0.202371629617 0.213898826301 0.22717083943 0.212734222 0.243338913
14 0.180039587581 0.17031244717 0.183739537542 0.139201424272 0.188191523132 0.207629674594 0.198274734286 0.219333957099 0.258562148 0.264830798
15 0.157722366777 0.15991108396 0.15896141411 0.143759254751 0.171642083606 0.163276271236 0.175858819002 0.187551149033 0.180794716 0.209820405
16 0.172873677998 0.170453525083 0.172986067284 0.159416164338 0.189473665171 0.189923182517 0.193787319699 0.208330931891 0.194090441 0.221474126
17 0.180419537023 0.179483057903 0.180415326175 0.201995486475 0.200510017326 0.201971389387 0.202617308934 0.217438214831 0.211258233 0.232708022
18 0.159131862389 0.146489260434 0.159336448783 0.176089044529 0.161306793587 0.177914779877 0.168925687911 0.185990008293 0.186551884 0.201892033
19 0.146308472645 0.142161801657 0.144684822851 0.142418601934 0.149848358991 0.153805664818 0.159840628384 0.176867961787 0.190203860 0.197013900
20 0.131628629419 0.133987201634 0.132310870521 0.130859193732 0.13858836917 0.133067104776 0.150119663955 0.165192779493 0.170517787 0.228352815
21 0.138483246588 0.132648951171 0.132687921752 0.150623863523 0.138296549358 0.136512793562 0.144574314508 0.152791980487 0.211148679 0.195924759
22 0.128658730774 0.131043747809 0.128904455734 0.126298711594 0.133120737953 0.127171112304 0.140717039213 0.1461943928 0.179652020 0.196099624
23 0.126366424818 0.123910311345 0.126392331837 0.13548166358 0.130252085106 0.1319178699 0.134175759829 0.142616730931 0.154108509 0.176250324
24 0.126206430212 0.125583828959 0.125202515051 0.137564343421 0.132128191517 0.128859296855 0.134733321944 0.14089239497 0.174411178 0.172613531
25 0.138476282661 0.123711492289 0.126133270817 0.140141862159 0.127688062844 0.133319522657 0.132153894244 0.139429427158 0.200491741 0.195120111
26 0.11792404931 0.116675506055 0.117916306033 0.119377359545 0.1185969648 0.119335337416 0.124602944971 0.129077187563 0.136837244 0.153105170
27 0.122327515 0.121704134264 0.12138501211 0.150348596984 0.124156536334 0.123332453102 0.127108818225 0.131508860208 0.196621269 0.171433598
28 0.130404268946 0.130742608331 0.130432310412 0.133687999063 0.135809204961 0.133658226704 0.13827623636 0.145865554954 0.148417994 0.168833837
29 0.123882148096 0.121529228207 0.122198483577 0.137412631027 0.123449404909 0.126290040772 0.128881550883 0.135135439399 0.175271600 0.177753404
30 0.144868427476 0.119738084249 0.120447792862 0.142396398023 0.121745920288 0.124423214939 0.120331159689 0.123720229711 0.205653742 0.179263353
31 0.156082366019 0.126839208842 0.129322473885 0.141040389226 0.134942693835 0.143351988536 0.132613663243 0.143979341558 0.242168128 0.246335775
